Date,AAPL,ADBE,ADI,ADSK,AMAT,AMD,ANSS,APP,ASML,AVGO,AZPN,BIDU,BILI,CDNS,CDW,CHKP,COIN,CRWD,CSCO,CTSH,CTXS,DDOG,DOCU,DOX,ENTG,ERIC,FTNT,GOOG,GOOGL,INTC,INTU,JKHY,KLAC,LBTYA,LBTYB,LBTYK,LRCX,MCHP,MDB,META,MPWR,MRVL,MSFT,MTCH,MU,NICE,NLOK,NTAP,NVDA,NXPI,OKTA,ON,PANW,PTC,QCOM,ROKU,SEDG,SNPS,SPLK,SSNC,STX,SWKS,TEAM,TMUS,TTD,TTWO,TXN,VOD,VRSN,WBD,WDAY,WDC,ZBRA,ZI,ZM,ZS
2017-06-01,36.25257873535156,141.3800048828125,74.14334869384766,113.02999877929688,43.19593048095703,10.930000305175781,127.86000061035156,,127.71908569335938,194.50875854492188,62.18000030517578,187.25999450683594,,34.97999954223633,57.74488830566406,111.58999633789062,,,27.113719940185547,63.451560974121094,79.43727111816406,,,59.9973258972168,24.551950454711914,6.851002216339111,7.8420000076293945,48.34749984741211,49.41450119018555,31.764263153076172,135.8993682861328,99.41020202636719,94.84420013427734,31.350000381469727,31.649999618530273,30.190000534057617,143.95750427246094,38.69340896606445,,151.52999877929688,94.3376693725586,16.983970642089844,65.6594467163086,18.44512176513672,30.582592010498047,79.72000122070312,16.012100219726562,34.353458404541016,35.68939971923828,103.83211517333984,25.299999237060547,15.579999923706055,138.99000549316406,57.790000915527344,50.582542419433594,,18.450000762939453,74.93000030517578,61.599998474121094,36.50912857055664,33.3343391418457,99.5172119140625,36.5099983215332,67.9000015258789,5.495999813079834,78.12000274658203,71.4588394165039,21.488811492919922,92.27999877929688,26.739999771118164,101.5,82.57392883300781,108.13999938964844,,,
2017-06-02,36.78981018066406,143.47999572753906,72.97090148925781,112.91000366210938,43.94715881347656,10.899999618530273,129.49000549316406,,128.56858825683594,211.0418701171875,63.04999923706055,187.60000610351562,,35.27000045776367,57.8582649230957,112.86000061035156,,,27.25005340576172,63.526878356933594,79.98372650146484,,,60.179359436035156,25.183979034423828,6.907004356384277,7.809999942779541,48.779998779296875,49.805999755859375,31.940155029296875,137.3225555419922,99.52372741699219,95.86734771728516,31.75,31.649999618530273,30.600000381469727,146.07400512695312,39.11544418334961,,153.61000061035156,96.45236206054688,16.80247688293457,67.21427154541016,18.464157104492188,31.029996871948242,80.41000366210938,15.874881744384766,34.18000030517578,35.511390686035156,103.67066192626953,24.93000030517578,15.859999656677246,138.11000061035156,59.06999969482422,50.54803466796875,,18.399999618530273,75.81999969482422,62.5099983215332,37.123687744140625,33.59864807128906,100.20111083984375,36.7400016784668,68.31999969482422,5.696000099182129,77.6500015258789,71.58160400390625,21.56739044189453,92.55000305175781,26.489999771118164,104.41000366210938,82.51081085205078,107.75,,,
2017-06-05,36.43008041381836,143.58999633789062,71.02283477783203,110.87999725341797,43.872032165527344,11.239999771118164,129.5399932861328,,127.09868621826172,209.1182861328125,62.689998626708984,187.30999755859375,,35.52000045776367,57.8582649230957,113.47000122070312,,,27.062591552734375,63.61159896850586,79.87828826904297,,,59.82439422607422,25.329832077026367,6.823000907897949,7.874000072479248,49.183998107910156,50.194000244140625,31.957738876342773,137.1686553955078,99.27779388427734,96.33816528320312,31.43000030517578,31.649999618530273,30.290000915527344,147.91964721679688,39.19428634643555,,153.6300048828125,96.65330505371094,16.745162963867188,67.70133972167969,18.22621726989746,31.029996871948242,80.69999694824219,15.909273147583008,33.807064056396484,36.591758728027344,103.73714447021484,24.610000610351562,16.110000610351562,140.52000427246094,58.869998931884766,50.78963851928711,,18.5,75.76000213623047,62.560001373291016,37.40217590332031,32.71242904663086,99.95158386230469,36.86000061035156,67.4000015258789,5.568999767303467,77.31999969482422,71.80957794189453,21.560245513916016,92.5199966430664,26.209999084472656,102.87000274658203,80.61753845214844,105.9000015258789,,,
2017-06-06,36.553138732910156,143.02999877929688,72.2403793334961,111.44999694824219,43.731178283691406,12.029999732971191,128.39999389648438,,126.58325958251953,210.48634338378906,62.33000183105469,185.75,,35.40999984741211,57.99998092651367,113.70999908447266,,,26.89217185974121,63.47039794921875,79.42769622802734,,,59.66056442260742,25.524303436279297,6.757663726806641,7.817999839782715,48.82849884033203,49.83399963378906,31.773061752319336,136.18785095214844,97.97264862060547,97.60577392578125,30.200000762939453,31.649999618530273,29.18000030517578,148.58407592773438,39.50966262817383,,152.80999755859375,96.48107147216797,17.01262092590332,67.92613983154297,18.426088333129883,31.387922286987305,80.86000061035156,16.015085220336914,33.5642204284668,36.42612075805664,103.3857192993164,24.850000381469727,16.09000015258789,139.13999938964844,59.2599983215332,50.22013473510742,,18.450000762939453,75.80999755859375,62.869998931884766,37.25812911987305,32.56472396850586,99.68355560302734,37.709999084472656,66.11000061035156,5.584000110626221,77.66000366210938,72.0989761352539,21.524526596069336,92.06999969482422,26.15999984741211,102.66000366210938,81.08634948730469,105.23999786376953,,,
2017-06-07,36.770877838134766,143.6199951171875,73.31060028076172,111.16999816894531,44.37912368774414,12.380000114440918,128.33999633789062,,127.89091491699219,210.8346405029297,61.70000076293945,187.52999877929688,,35.349998474121094,58.59519577026367,114.94999694824219,,,26.934776306152344,63.046688079833984,79.8303451538086,,,59.533145904541016,25.670150756835938,6.7203288078308105,7.840000152587891,49.047000885009766,50.07500076293945,31.88739013671875,136.51478576660156,98.33203125,98.39347839355469,30.049999237060547,31.649999618530273,28.989999771118164,149.7745361328125,40.024452209472656,,153.1199951171875,97.39966583251953,16.926660537719727,67.80438232421875,18.359464645385742,32.31256103515625,80.18000030517578,16.015085220336914,34.05857849121094,36.866180419921875,103.72764587402344,25.690000534057617,16.25,140.02999877929688,59.220001220703125,49.64199447631836,,18.299999237060547,76.06999969482422,61.529998779296875,36.91242599487305,32.60358810424805,101.18077087402344,36.869998931884766,65.91999816894531,5.438000202178955,79.7699966430664,72.68649291992188,21.534175872802734,92.26000213623047,26.40999984741211,102.5,81.07733917236328,106.56999969482422,,,
2017-06-08,36.68095016479492,142.6300048828125,74.77082824707031,111.12000274658203,44.53874969482422,12.899999618530273,126.95999908447266,,128.86444091796875,211.39012145996094,62.02000045776367,185.75,,35.439998626708984,59.18095016479492,115.47000122070312,,,26.934776306152344,62.96194076538086,79.77283477783203,,,59.35111618041992,25.913240432739258,6.785665512084961,7.9039998054504395,49.170501708984375,50.2140007019043,32.08085632324219,137.22637939453125,98.26582336425781,98.62887573242188,29.860000610351562,31.649999618530273,28.8799991607666,152.23846435546875,40.2841682434082,,154.7100067138672,98.89237976074219,17.041282653808594,67.39225006103516,18.188148498535156,32.262847900390625,80.55000305175781,15.930436134338379,34.700374603271484,39.54116439819336,103.74665069580078,27.149999618530273,16.649999618530273,139.22000122070312,59.689998626708984,50.151092529296875,,19.299999237060547,76.12000274658203,61.41999816894531,37.114097595214844,33.24882125854492,102.59479522705078,37.209999084472656,65.69000244140625,5.544000148773193,79.31999969482422,73.9580078125,21.281879425048828,92.94999694824219,26.06999969482422,102.83999633789062,82.0600357055664,108.02999877929688,,,
2017-06-09,35.258575439453125,138.0500030517578,71.28805541992188,105.94999694824219,42.01273727416992,12.279999732971191,124.5199966430664,,124.11116027832031,201.76382446289062,58.400001525878906,181.07000732421875,,34.720001220703125,57.43310546875,110.80000305175781,,,26.73027229309082,62.43467330932617,75.08483123779297,,,59.24190902709961,25.08673858642578,6.664325714111328,7.464000225067139,47.49150085449219,48.50600051879883,31.403711318969727,134.82241821289062,97.66999053955078,92.33613586425781,29.350000381469727,31.649999618530273,28.239999771118164,145.60333251953125,38.71659469604492,,149.60000610351562,93.70613861083984,16.48725128173828,65.8655014038086,17.57901954650879,30.42351531982422,78.31999969482422,15.718803405761719,34.2754020690918,36.9848518371582,103.12925720214844,25.09000015258789,16.100000381469727,134.0399932861328,56.9900016784668,49.22781753540039,,19.049999237060547,74.93000030517578,58.27000045776367,35.75051498413086,32.937862396240234,98.89800262451172,34.619998931884766,63.84000015258789,5.136000156402588,75.30000305175781,70.94145965576172,21.11862564086914,92.33000183105469,26.100000381469727,97.97000122070312,77.54322052001953,106.08999633789062,,,
2017-06-12,34.41604232788086,137.25,72.32201385498047,107.44000244140625,41.63711929321289,12.09000015258789,122.4000015258789,,123.20439147949219,201.208251953125,56.779998779296875,180.05999755859375,,34.22999954223633,57.612613677978516,109.66000366210938,,,26.628023147583008,62.41584014892578,77.51029205322266,,,58.70490264892578,24.21162223815918,6.692327499389648,7.486000061035156,47.14500045776367,48.09049987792969,31.42128562927246,134.3705291748047,97.95374298095703,91.57557678222656,29.40999984741211,31.649999618530273,28.3799991607666,142.585693359375,38.53109359741211,,148.44000244140625,93.1415786743164,16.668746948242188,65.35970306396484,16.68436622619629,31.020057678222656,77.76000213623047,15.623574256896973,33.70298767089844,37.07632827758789,102.78733825683594,23.809999465942383,15.729999542236328,133.0,56.04999923706055,49.607486724853516,,19.049999237060547,73.88999938964844,57.810001373291016,35.577674865722656,32.29264450073242,95.89437866210938,34.56999969482422,64.66999816894531,5.005000114440918,73.83000183105469,71.07299041748047,21.43770980834961,91.11000061035156,26.59000015258789,97.3499984741211,78.1112060546875,104.13999938964844,,,
2017-06-13,34.69293975830078,139.08999633789062,73.67338562011719,107.55000305175781,42.11602783203125,11.960000038146973,122.47000122070312,,125.92465209960938,201.43209838867188,57.189998626708984,179.19000244140625,,34.400001525878906,58.16059494018555,111.05999755859375,,,27.01146697998047,62.54766082763672,77.41444396972656,,,59.03256607055664,24.21162223815918,6.7483296394348145,7.5879998207092285,47.66999816894531,48.525001525878906,31.553207397460938,134.50511169433594,98.55901336669922,91.8290786743164,29.5,31.649999618530273,28.639999389648438,143.14865112304688,38.73979187011719,,150.67999267578125,93.8401107788086,16.945758819580078,66.17459869384766,16.808094024658203,31.358097076416016,79.18000030517578,15.507174491882324,33.78104019165039,37.42985153198242,103.63267517089844,25.530000686645508,15.970000267028809,134.75,57.869998931884766,49.6506233215332,,19.399999618530273,74.66000366210938,58.09000015258789,36.87401580810547,32.67356491088867,96.9017333984375,34.630001068115234,64.01000213623047,5.014999866485596,74.62000274658203,71.0203857421875,21.511913299560547,91.5999984741211,26.440000534057617,98.66999816894531,81.18553924560547,104.77999877929688,,,
2017-06-14,34.354515075683594,138.25,73.4103775024414,106.19999694824219,41.29906463623047,11.770000457763672,122.73999786376953,,124.2256851196289,199.44212341308594,55.400001525878906,178.1999969482422,,34.34000015258789,58.255069732666016,111.08999633789062,,,26.926254272460938,62.58531951904297,76.66666412353516,,,59.23279571533203,23.822683334350586,6.626990795135498,7.570000171661377,47.53799819946289,48.39649963378906,31.245412826538086,134.80320739746094,98.2563705444336,89.23046875,29.09000015258789,31.649999618530273,28.260000228881836,140.96153259277344,38.16933059692383,,150.25,92.29955291748047,16.754714965820312,65.81868743896484,16.68436622619629,30.880863189697266,79.76000213623047,15.390776634216309,33.04384231567383,37.50897216796875,103.78462982177734,26.549999237060547,15.670000076293945,133.8800048828125,57.599998474121094,49.19329833984375,,19.799999237060547,74.33999633789062,57.599998474121094,36.941246032714844,32.09052276611328,94.7021484375,34.630001068115234,63.27000045776367,4.923999786376953,74.37999725341797,70.29254913330078,21.415447235107422,91.66000366210938,26.270000457763672,98.58000183105469,79.1570053100586,103.0,,,
